review_id,date,user,rating,comment,clean_comment
f2e73b70-89fa-4624-93e9-41ab3efdda7f,2024-04-24T18:16:11Z,Kayla Fischer,5,"The best laundry service in town, without a doubt.",best town without doubt
5e562dc1-f1fa-4c39-bfce-045f2cb5a68a,2025-03-25T06:16:11Z,Gina Thompson,5,I'm a regular customer and I'm always satisfied. Great job!,regular customer always satisfied great job
3cdb77dc-2ea9-4d5d-85ea-86d39396f99f,2024-11-19T10:16:11Z,Steven Schneider,4,"The best laundry service in town, without a doubt.",best town without doubt
923f3266-564f-4df8-a818-0478f9485558,2024-04-04T23:16:11Z,Edward Murphy DVM,5,Very fast and professional. Highly recommended!,fast professional highly recommended
df7a8552-1ff0-4b0a-8661-2c0e5db16f00,2024-09-28T00:16:11Z,Christopher Lopez,4,Very fast and professional. Highly recommended!,fast professional highly recommended
914a6f7d-28b9-46fb-a941-b44a9c95fe24,2025-06-15T05:16:11Z,Tim Cooper,4,I'm a regular customer and I'm always satisfied. Great job!,regular customer always satisfied great job
dfcf24c2-7157-4e39-8e02-7ddfba4a3da3,2025-03-28T13:16:11Z,Dr. Kenneth Navarro,3,"The service was okay, did the job.",okay job
e9c6f55f-5b26-4292-b2ea-f19da3e59a15,2025-02-14T20:16:11Z,Elizabeth Collins,4,Very fast and professional. Highly recommended!,fast professional highly recommended
cd46ba5f-1df0-4b31-9304-a165398fcc9b,2025-04-01T17:16:11Z,Joshua Pace,3,The quality is average. Nothing special to report.,quality average nothing special report
b0973a3b-5869-40eb-b236-e957cfe4592c,2024-07-14T03:16:11Z,Matthew Kim,4,Excellent service! My clothes came back perfect.,excellent came back perfect
36aaa0a6-c243-4393-9ae2-4dfac3915f7c,2024-10-02T14:16:11Z,Lauren Thomas,1,My clothes came back with a strange smell. Very disappointed.,came back strange smell disappointed
086dee39-4411-40eb-9712-bed434bc35b8,2025-08-29T21:16:11Z,Catherine Myers,3,"It's decent, but a bit expensive for what it is.",decent bit expensive
9962c2ad-e742-4bcd-9741-a04b2d1ad4dc,2024-06-21T05:16:11Z,Christopher Cannon,4,Fantastic results. My delicate clothes were handled with care.,fantastic results delicate handled care
ffd19385-0be2-47ec-b834-ce0155ebe607,2024-02-21T22:16:11Z,Bernard Singh,4,"The best laundry service in town, without a doubt.",best town without doubt
2a5af0d0-5c0d-41b2-91a7-388698bd70f6,2025-07-04T01:16:11Z,Vincent Santiago,5,Excellent service! My clothes came back perfect.,excellent came back perfect
342d670d-c07a-4082-ae9b-e16bde3aaef3,2025-01-28T12:16:11Z,Jesse Stone,4,Very fast and professional. Highly recommended!,fast professional highly recommended
65650f2e-b870-4774-9069-722bcb070c44,2025-08-22T22:16:11Z,Daniel Lee,3,"The service was okay, did the job.",okay job
4a15bd57-2e45-42a2-9dd2-d76962025203,2024-12-22T02:16:11Z,Darren Austin,5,The quality is amazing and the staff is very friendly.,quality amazing staff friendly
f6453d20-0453-4fc2-827a-9e6cc6949fbf,2024-02-27T07:16:11Z,Daniel Harrington,5,Excellent service! My clothes came back perfect.,excellent came back perfect
0cbf65f8-9a28-46bb-b41a-c38143f4fa39,2024-12-05T16:16:11Z,Diana Lester,3,It works.,works
8795d8f2-91bd-4eab-a46c-773f9031125e,2025-07-27T10:16:11Z,Laura Franco,4,Super convenient and reliable. Wouldn't go anywhere else.,super convenient reliable go anywhere else
5bd65b74-ca8d-44a4-bcf2-e6a57a91882c,2024-10-12T08:16:11Z,Amy Wise,3,The quality is average. Nothing special to report.,quality average nothing special report
305babc4-c04d-41aa-94f8-22fc4e2ad554,2024-05-15T04:16:11Z,Michael Goodwin,5,Fantastic results. My delicate clothes were handled with care.,fantastic results delicate handled care
ee39475d-4d50-4016-bebd-fae8e1e5fec6,2024-02-01T22:16:11Z,Andrea Smith,5,Excellent service! My clothes came back perfect.,excellent came back perfect
49330933-d362-4ddf-8632-d69dc785db5a,2024-09-06T06:16:11Z,Ashley Barrett,3,A standard laundry service. It meets basic expectations.,standard meets basic expectations
900517b6-04fd-4b48-aec5-b8f6bd553a21,2024-08-05T10:16:11Z,Michael Chan,3,"It's decent, but a bit expensive for what it is.",decent bit expensive
2f78a6af-9940-4391-93b2-ddd1090d3948,2023-11-12T05:16:11Z,Bruce Jones,3,"Took a little longer than I expected, but the result was fine.",took little longer expected result fine
fe5e80ae-1682-41c9-bd7a-234428dab160,2025-03-14T00:16:11Z,Donald Smith,4,The quality is amazing and the staff is very friendly.,quality amazing staff friendly
4122b8c2-97b8-4e62-a72e-a5416fec040d,2024-11-14T22:16:11Z,James Garner,5,The quality is amazing and the staff is very friendly.,quality amazing staff friendly
84b7b202-0da7-42ee-8c74-36f39ba45af8,2024-03-17T02:16:11Z,James Nelson,3,A standard laundry service. It meets basic expectations.,standard meets basic expectations
047daebc-ab9d-47b8-a229-067292ce8da5,2024-11-11T19:16:11Z,Carrie White,5,"The best laundry service in town, without a doubt.",best town without doubt
89454f61-f4be-4f6f-ac01-03e9a73657e2,2025-03-30T21:16:11Z,Kevin Washington,4,The quality is amazing and the staff is very friendly.,quality amazing staff friendly
a996a644-bad6-46d3-9b41-da3db3665dc3,2024-08-03T22:16:11Z,Michael Brown,5,I'm a regular customer and I'm always satisfied. Great job!,regular customer always satisfied great job
0eb99542-f5cb-4267-9af5-2cb529d4fe1c,2024-11-06T07:16:11Z,Sharon Braun,2,The clothes were still slightly damp when I picked them up.,still slightly damp picked
4460295a-3127-4cbb-bcc4-2d86e48eb6d5,2023-12-05T01:16:11Z,Renee Vega,5,Excellent service! My clothes came back perfect.,excellent came back perfect
28d7858f-40b0-4fd3-bff8-eea56680330c,2025-09-20T00:16:11Z,Brandon Hall,3,"Took a little longer than I expected, but the result was fine.",took little longer expected result fine
81f674c3-ff52-483f-89fa-993490e63547,2024-05-09T18:16:11Z,Matthew Jensen,4,Fantastic results. My delicate clothes were handled with care.,fantastic results delicate handled care
652d827c-4be5-47ff-9edf-e51a775a620e,2024-03-10T20:16:11Z,Stephanie Wilson,4,I'm a regular customer and I'm always satisfied. Great job!,regular customer always satisfied great job
105469e4-8f38-4d1e-9846-09f9af40fe8f,2025-08-25T01:16:11Z,Traci Esparza,1,My clothes came back with a strange smell. Very disappointed.,came back strange smell disappointed
34f3362b-f81d-4945-b96a-052c82f6a100,2024-07-02T09:16:11Z,Cynthia Campbell,5,I'm a regular customer and I'm always satisfied. Great job!,regular customer always satisfied great job
9583c1c7-b6de-4cab-a1aa-7c0315ec1b43,2024-05-09T02:16:11Z,Joel Sanchez,5,Super convenient and reliable. Wouldn't go anywhere else.,super convenient reliable go anywhere else
45e81ae8-1857-4d51-a860-29c46a9830e3,2024-02-07T15:16:11Z,Charles Jackson,1,My clothes came back with a strange smell. Very disappointed.,came back strange smell disappointed
a6b87a6e-cadc-4bd2-b647-3f1b99204950,2024-05-18T06:16:11Z,Rebekah Wagner,4,Fantastic results. My delicate clothes were handled with care.,fantastic results delicate handled care
d10446b0-5a27-456b-addd-83961d0fe611,2023-10-14T12:16:11Z,Jennifer Manning,3,The quality is average. Nothing special to report.,quality average nothing special report
8598ca8e-d7c3-4e01-a8f9-76a33bae8260,2025-04-22T22:16:11Z,Kevin Mcbride,5,Very fast and professional. Highly recommended!,fast professional highly recommended
acd2ad14-7212-477d-974c-b51d85c87257,2025-07-03T12:16:11Z,Jennifer Freeman,2,They damaged my favorite jacket. Unacceptable!,damaged favorite jacket unacceptable
72f43a1c-1247-409e-9b60-b4f7be6e2416,2025-06-01T02:16:11Z,Peter Thomas,3,"The service was okay, did the job.",okay job
8256eaaf-03e3-471f-85f6-0df956f90892,2025-09-03T04:16:11Z,Anthony Clark,5,"The best laundry service in town, without a doubt.",best town without doubt
c811a111-17e0-4d87-b3c0-380c2c6db8ca,2025-03-16T13:16:11Z,John Evans,4,I'm a regular customer and I'm always satisfied. Great job!,regular customer always satisfied great job
f04e38aa-6c48-465c-ad4f-c33cb4b937a1,2024-05-10T14:16:11Z,Donald Johnson,5,The quality is amazing and the staff is very friendly.,quality amazing staff friendly
fafe2053-039a-4236-964a-ddeb3564559d,2023-12-03T04:16:11Z,Paul Fletcher,4,Super convenient and reliable. Wouldn't go anywhere else.,super convenient reliable go anywhere else
e893d3d8-7dfa-4437-bb02-1ef3080e50da,2024-08-16T17:16:11Z,Justin Burns,4,Super convenient and reliable. Wouldn't go anywhere else.,super convenient reliable go anywhere else
acbe02f8-5d7d-421f-8dd9-7a1f3a2cc343,2025-07-16T15:16:11Z,Todd Ford,3,"The service was okay, did the job.",okay job
3dadf721-d756-4666-993e-85a3b2d0ce08,2023-12-02T12:16:11Z,Brandon Ross,4,Fantastic results. My delicate clothes were handled with care.,fantastic results delicate handled care
2be2a83d-e234-459d-93d5-49c9ac62b1b8,2024-09-22T22:16:11Z,Patrick Welch,5,Excellent service! My clothes came back perfect.,excellent came back perfect
a29fbced-1d14-45cf-b3e6-633096206b44,2025-09-23T20:16:11Z,Angela Taylor,5,"The best laundry service in town, without a doubt.",best town without doubt
d136e1d2-26f0-406a-a48c-4a770a690581,2025-04-14T19:16:11Z,James Olson,4,Very fast and professional. Highly recommended!,fast professional highly recommended
8e73d3d2-3423-4a83-bf9f-edb834eb5cc2,2023-11-19T06:16:11Z,Jerry Hernandez,4,Very fast and professional. Highly recommended!,fast professional highly recommended
4956c1f1-2e6b-4d24-b742-91e0fb9ecb44,2025-03-10T06:16:11Z,Linda Beasley,5,I'm a regular customer and I'm always satisfied. Great job!,regular customer always satisfied great job
d609a252-7585-4977-bf0b-ff94a4987a81,2025-04-16T01:16:11Z,Belinda Castro,4,Fantastic results. My delicate clothes were handled with care.,fantastic results delicate handled care
2863340e-7345-49ed-8ac1-648dd53ca700,2025-05-29T02:16:11Z,William Brown,4,"The best laundry service in town, without a doubt.",best town without doubt
7cde5685-53a7-4aa7-ad46-b6b06ee9fd55,2024-02-20T04:16:11Z,Stephanie May,4,"The best laundry service in town, without a doubt.",best town without doubt
74406bd9-565d-4a33-b397-e44f8643c91b,2024-09-03T12:16:11Z,Gary Hobbs,1,The clothes were still slightly damp when I picked them up.,still slightly damp picked
879d6d75-a1c3-4791-aaa3-d1f12406fd39,2023-11-21T10:16:11Z,Megan Thomas,4,Excellent service! My clothes came back perfect.,excellent came back perfect
57e769df-a115-4019-9f6d-f216e42f34ef,2025-02-09T06:16:11Z,Melissa Young,1,Terrible experience. They lost one of my shirts and denied it.,terrible experience lost one shirts denied
6696baf4-93b4-4652-9c73-6fa5073b5f5c,2025-05-22T09:16:11Z,Christopher Walker,5,I'm a regular customer and I'm always satisfied. Great job!,regular customer always satisfied great job
456a0055-30d3-47a7-9537-199e4276c78d,2024-06-27T10:16:11Z,Alexis Moore,4,Fantastic results. My delicate clothes were handled with care.,fantastic results delicate handled care
ec98e8ba-958f-4ac7-b9e8-3c35c86d0931,2024-03-07T10:16:11Z,Theodore Cook,5,"The best laundry service in town, without a doubt.",best town without doubt
3a97daa7-d989-4f9f-8b78-dc2b672dc7ba,2023-10-06T21:16:11Z,Ann Dunlap,3,The quality is average. Nothing special to report.,quality average nothing special report
2a7159d5-bd68-4be2-9391-231cb01e415b,2025-01-26T20:16:11Z,Jennifer Chambers,2,Terrible experience. They lost one of my shirts and denied it.,terrible experience lost one shirts denied
c17e8946-1333-4dec-aff6-b4403a08ff80,2024-10-13T22:16:11Z,Erin Evans,3,A standard laundry service. It meets basic expectations.,standard meets basic expectations
fc1d76ed-3fea-4146-89cc-1aec083eef95,2025-03-24T14:16:11Z,Jared Lopez,4,Super convenient and reliable. Wouldn't go anywhere else.,super convenient reliable go anywhere else
339ec933-5b99-4ae2-8c04-72d704799ee7,2024-03-19T14:16:11Z,Peggy Anderson,5,Super convenient and reliable. Wouldn't go anywhere else.,super convenient reliable go anywhere else
3ddd2785-ceff-4cba-b985-be1c4859c1d8,2024-05-23T14:16:11Z,Bianca Kim,3,"Took a little longer than I expected, but the result was fine.",took little longer expected result fine
d32a9a12-0330-44e6-8612-0a45f965a0df,2024-08-07T09:16:11Z,Scott Williams,3,"The service was okay, did the job.",okay job
1079dce4-8943-43d7-9a08-e2d7ecb1a178,2025-09-07T23:16:11Z,Seth Lyons,3,"The service was okay, did the job.",okay job
1bcfb58a-7c38-4070-b191-37ca7ec043a5,2024-09-04T03:16:11Z,Ashley Bolton,5,The quality is amazing and the staff is very friendly.,quality amazing staff friendly
6f542a40-a9c9-4723-9cc2-67715d37e9aa,2025-01-30T08:16:11Z,Adam Peck,5,I'm a regular customer and I'm always satisfied. Great job!,regular customer always satisfied great job
11ecda35-70c0-4c33-bfbd-adea53a140fd,2024-11-22T16:16:11Z,Jamie Bailey,4,Very fast and professional. Highly recommended!,fast professional highly recommended
2594f94f-dad4-468b-a26c-d182804d7d3f,2025-03-21T18:16:11Z,Shari Spencer,5,Fantastic results. My delicate clothes were handled with care.,fantastic results delicate handled care
cd71cd26-5163-44bc-92ae-c78b8658024c,2024-12-25T22:16:11Z,Victor Castro,4,The quality is amazing and the staff is very friendly.,quality amazing staff friendly
3f67779f-2094-467d-8924-39c4f5119395,2024-01-30T03:16:11Z,Colleen Martinez,4,Very fast and professional. Highly recommended!,fast professional highly recommended
c329de53-1e2f-489c-b0a4-fd34d477e4aa,2024-11-22T14:16:11Z,Jessica Austin,5,"The best laundry service in town, without a doubt.",best town without doubt
228e88d5-6512-458c-a062-dee99a29f66b,2024-04-23T00:16:11Z,Alejandro Byrd,1,The clothes were still slightly damp when I picked them up.,still slightly damp picked
64ed2ddb-f1ab-4fe6-87e7-7d1ee5dbfbc6,2024-11-17T13:16:11Z,Julie Hernandez,5,Super convenient and reliable. Wouldn't go anywhere else.,super convenient reliable go anywhere else
c8f31c88-c1ff-469d-b3e1-2c8b86c9d12f,2025-05-21T14:16:11Z,Melissa Ball,5,Super convenient and reliable. Wouldn't go anywhere else.,super convenient reliable go anywhere else
e1c221d9-97e9-4869-8041-ab8f81f02790,2025-01-25T07:16:11Z,Kristina Smith,5,"The best laundry service in town, without a doubt.",best town without doubt
fc2e4ea2-b588-4f56-bfa8-b8ff2bb19ad1,2025-07-16T21:16:11Z,Monique Jimenez,1,Poor customer service. The attendant was rude.,poor customer attendant rude
a4e36818-e897-46f6-8cc7-1b923c1d2ffe,2025-08-15T00:16:11Z,Carolyn Rivers,5,Very fast and professional. Highly recommended!,fast professional highly recommended
08b3c391-b429-432b-ad24-a149a5b614bf,2024-11-16T21:16:11Z,Kristin Nicholson,5,I'm a regular customer and I'm always satisfied. Great job!,regular customer always satisfied great job
d9e575da-bc56-448c-b396-153b314817ea,2024-08-03T01:16:11Z,Nicholas Smith,5,The quality is amazing and the staff is very friendly.,quality amazing staff friendly
b3c42e83-a253-4ebb-8aee-ae5131816ebf,2024-10-18T23:16:11Z,Robert Webb,4,Super convenient and reliable. Wouldn't go anywhere else.,super convenient reliable go anywhere else
f5ebcf7c-7d15-4b11-a0e5-aa9d58d19e93,2023-10-18T04:16:11Z,Patricia Krause,5,Very fast and professional. Highly recommended!,fast professional highly recommended
45624482-a50c-4f74-ac95-c044b90b6def,2023-11-24T19:16:11Z,Dr. Nancy Goodwin,3,The quality is average. Nothing special to report.,quality average nothing special report
7f7e1451-1e09-4146-871f-423afca7f366,2024-04-06T15:16:11Z,Claudia Mendoza,5,"The best laundry service in town, without a doubt.",best town without doubt
9c6b96cd-d0c3-40f8-9824-c5ca0bdd36a3,2025-05-25T18:16:11Z,Steven Todd,5,Fantastic results. My delicate clothes were handled with care.,fantastic results delicate handled care
2825c4ec-fb7f-49d7-a21d-a2101704825b,2024-12-11T23:16:11Z,Jonathan Gutierrez,4,Super convenient and reliable. Wouldn't go anywhere else.,super convenient reliable go anywhere else
4a28c261-5cf0-4245-8011-0ee44f0c50f6,2024-10-08T12:16:11Z,Casey Martin,3,"The service was okay, did the job.",okay job
c1f3b0f3-f7a8-4d97-9e9f-e2055f84e77a,2023-10-20T19:16:11Z,Travis Salinas,4,The quality is amazing and the staff is very friendly.,quality amazing staff friendly
480427a9-8b54-4027-95f3-4eec278f123a,2025-02-06T08:16:11Z,Thomas Webb,3,"It's decent, but a bit expensive for what it is.",decent bit expensive
06df60a6-b625-49ea-b852-cd7a9c63ac80,2024-10-22T16:16:11Z,Tracy Moreno,5,Excellent service! My clothes came back perfect.,excellent came back perfect
3ff8237f-8a82-49d2-a991-7f50df6cfda1,2024-05-13T19:16:11Z,Joseph Cervantes,4,Very fast and professional. Highly recommended!,fast professional highly recommended
785174d9-b186-457f-af1d-8bfef897975e,2023-10-28T10:16:11Z,Alexis Green,5,Excellent service! My clothes came back perfect.,excellent came back perfect
423b9467-46a0-404a-bd57-e25a9057025d,2025-02-19T11:16:11Z,Henry Simmons,5,Super convenient and reliable. Wouldn't go anywhere else.,super convenient reliable go anywhere else
c2a20e2f-4db9-4d10-bf5f-e07e1272a7e5,2023-11-12T14:16:11Z,Claudia Davis,5,I'm a regular customer and I'm always satisfied. Great job!,regular customer always satisfied great job
9e18272d-1f9f-438d-938f-9c63ac45b041,2024-04-13T20:16:11Z,Lisa Roach,4,Super convenient and reliable. Wouldn't go anywhere else.,super convenient reliable go anywhere else
498afe22-8b4b-489d-8fb2-11c2bc0c9c6a,2024-12-04T04:16:11Z,Natalie Brown,5,Very fast and professional. Highly recommended!,fast professional highly recommended
a3b0fac5-8fc5-4ccb-bc5e-86be398788c9,2024-07-16T06:16:11Z,William Brooks,5,I'm a regular customer and I'm always satisfied. Great job!,regular customer always satisfied great job
5ec3ceaf-011e-4ae5-bedb-7e3d6fad61ef,2024-12-22T07:16:11Z,Maria Gordon,5,I'm a regular customer and I'm always satisfied. Great job!,regular customer always satisfied great job
2504db21-7e2f-4bf3-a7cd-f42a385f01b8,2024-01-15T09:16:11Z,Amanda Jones,5,I'm a regular customer and I'm always satisfied. Great job!,regular customer always satisfied great job
3b7b848a-facf-4997-8f3f-bac06cc95f5a,2024-10-16T15:16:11Z,Julia Trevino,4,Fantastic results. My delicate clothes were handled with care.,fantastic results delicate handled care
cad318f0-e146-47e4-9b32-4e94f95c1e57,2024-01-08T20:16:11Z,Felicia Mendez,3,"It's decent, but a bit expensive for what it is.",decent bit expensive
9b1d5a54-3939-4045-bd82-cffed8ca53bd,2025-08-17T14:16:11Z,Juan Peters,4,Excellent service! My clothes came back perfect.,excellent came back perfect
747aa0a8-c872-4a59-aa3d-fb2714cc2bc9,2025-08-17T01:16:11Z,John Harding,2,The clothes were still slightly damp when I picked them up.,still slightly damp picked
2a74d4b4-6bdb-414b-a871-54136ea59d45,2025-03-06T07:16:11Z,Ashley Robinson,5,I'm a regular customer and I'm always satisfied. Great job!,regular customer always satisfied great job
0810b97a-c792-4e9e-80cf-e25e5c7489a3,2024-10-17T02:16:11Z,Brittany Shannon,5,"The best laundry service in town, without a doubt.",best town without doubt
6a3b3766-222c-4e5c-9390-6f71d830f999,2024-10-04T11:16:11Z,Bianca Tucker,4,Fantastic results. My delicate clothes were handled with care.,fantastic results delicate handled care
968b0786-b287-43ad-8281-a7047209e977,2025-01-24T06:16:11Z,Christine Oconnor,5,"The best laundry service in town, without a doubt.",best town without doubt
c7e08b2c-4143-4c7d-9025-40a36f987a0e,2025-07-20T22:16:11Z,Gregory Jones,5,I'm a regular customer and I'm always satisfied. Great job!,regular customer always satisfied great job
4291056a-6d84-44c7-ab48-40ac0796711d,2024-07-06T19:16:11Z,Andrew White,1,The clothes were still slightly damp when I picked them up.,still slightly damp picked
4a0bc494-2f19-47de-b92a-65d9727a992a,2025-07-01T23:16:11Z,Kenneth Marquez,5,Fantastic results. My delicate clothes were handled with care.,fantastic results delicate handled care
90a51de8-3d66-468e-90d6-36e62d5867d6,2024-10-27T01:16:11Z,Dale Gates,3,"It's decent, but a bit expensive for what it is.",decent bit expensive
8918c6ed-719f-4288-b8ae-54dfb775ae4c,2024-04-29T04:16:11Z,Laura Santos,4,Super convenient and reliable. Wouldn't go anywhere else.,super convenient reliable go anywhere else
42b6c76d-c60e-4f67-b992-42afa53038bf,2024-07-18T23:16:11Z,Dustin Johnson,4,Fantastic results. My delicate clothes were handled with care.,fantastic results delicate handled care
bc3269e0-2e92-4429-8fb3-6669015e25fc,2025-08-08T08:16:11Z,Jacob Conley,4,Excellent service! My clothes came back perfect.,excellent came back perfect
bc7800d4-d41e-4cb5-8a0e-15d77ca2df9d,2024-12-17T09:16:11Z,Matthew Larson,2,Poor customer service. The attendant was rude.,poor customer attendant rude
6ca7b5c1-6380-40b3-9796-53bc2df29961,2025-07-12T13:16:11Z,Adam West,4,Fantastic results. My delicate clothes were handled with care.,fantastic results delicate handled care
e15b5ca0-f608-4953-80f8-7cc642c70e61,2024-09-14T16:16:11Z,Brian Carney,4,I'm a regular customer and I'm always satisfied. Great job!,regular customer always satisfied great job
8ae64db7-282d-430a-895a-ec864d78637d,2025-03-25T17:16:11Z,Michael Collins,5,The quality is amazing and the staff is very friendly.,quality amazing staff friendly
5dcc741d-43f9-4329-831f-ec28f5fedc8a,2025-03-12T16:16:11Z,Kevin Villanueva,5,"The best laundry service in town, without a doubt.",best town without doubt
ae516bbf-75a6-4b2c-a806-e4cc27486f42,2024-10-31T17:16:11Z,John Harmon,4,The quality is amazing and the staff is very friendly.,quality amazing staff friendly
0b01f070-216f-4ac9-a527-1b63018bf64f,2025-01-19T18:16:11Z,Madeline Anderson,3,A standard laundry service. It meets basic expectations.,standard meets basic expectations
88c1e98f-0a1d-4c25-81fa-e48131a9f94f,2024-12-04T19:16:11Z,Grace Cowan,5,The quality is amazing and the staff is very friendly.,quality amazing staff friendly
d349e8fa-2315-4269-a2ae-a25b1fe5f9ff,2024-07-02T03:16:11Z,Danielle Powers,5,Very fast and professional. Highly recommended!,fast professional highly recommended
12299ba2-629a-42e0-a97a-ab19f62c31d1,2024-02-14T23:16:11Z,Cynthia Hernandez,2,Terrible experience. They lost one of my shirts and denied it.,terrible experience lost one shirts denied
641309a0-a0e7-406b-a4a9-5298daf8c373,2024-05-30T03:16:11Z,Wesley Carroll,4,The quality is amazing and the staff is very friendly.,quality amazing staff friendly
bacbb458-5c9f-4371-a4dc-5d0632939262,2024-11-16T19:16:11Z,Caitlin Kaufman,1,My clothes came back with a strange smell. Very disappointed.,came back strange smell disappointed
942510a0-82a2-480b-a183-54de6da97987,2024-06-18T15:16:11Z,Kelly Barnes,3,"The service was okay, did the job.",okay job
d10aeae0-b1a3-48ee-8ba4-9c6966d741de,2024-01-26T15:16:11Z,Stephanie Stevens,4,The quality is amazing and the staff is very friendly.,quality amazing staff friendly
4b8c6d50-46ea-4cba-b247-52ff7c507ee4,2024-02-26T04:16:11Z,Cody Reeves,3,The quality is average. Nothing special to report.,quality average nothing special report
9c7d0574-5825-4555-b2c8-dece69953ca9,2024-04-12T11:16:11Z,Rose Bryant,1,Overpriced and the quality is subpar. I will not be returning.,overpriced quality subpar returning
929fdaad-8075-48b9-9414-ada70eae2e3d,2024-04-23T09:16:11Z,Christopher Taylor,5,Very fast and professional. Highly recommended!,fast professional highly recommended
2b887512-3502-4913-ac58-8c4f11db8b1c,2024-06-02T08:16:11Z,Heather Barry,4,I'm a regular customer and I'm always satisfied. Great job!,regular customer always satisfied great job
c150623d-613c-4d02-9be8-0bd60ae9ecec,2024-09-24T19:16:11Z,Gavin Campbell,3,A standard laundry service. It meets basic expectations.,standard meets basic expectations
0a323632-dd99-4afc-a5ce-94c03b2fc384,2025-09-09T02:16:11Z,Jean Taylor,4,The quality is amazing and the staff is very friendly.,quality amazing staff friendly
f1174294-535b-4a98-88de-5a8d05fa8548,2023-12-19T11:16:11Z,Kathy Ortega,2,Overpriced and the quality is subpar. I will not be returning.,overpriced quality subpar returning
421309cd-d433-402f-bf3d-c60ae0d39745,2024-04-29T09:16:11Z,Andrew Reed,5,Fantastic results. My delicate clothes were handled with care.,fantastic results delicate handled care
3fd63eb8-f1e7-458f-af84-5a041901d02b,2024-04-17T12:16:11Z,Casey Roberts,4,"The best laundry service in town, without a doubt.",best town without doubt
aa29a9f3-5f9e-4c52-8e39-dc3bce957dbe,2024-07-30T16:16:11Z,Crystal Jones,1,Poor customer service. The attendant was rude.,poor customer attendant rude
